NHL Team,Date,Opponent,Result,Team Score,Opponent Score
NYI,2017-12-27,Buffalo Sabres,W,3,2
NYI,2017-12-29,Winnipeg Jets,L,2,4
NYI,2017-12-31,Colorado Avalanche,L,1,6
NYI,2018-01-02,Boston Bruins,L,1,5
NYI,2018-01-04,Philadelphia Flyers,L,4,6
NYI,2018-01-05,Pittsburgh Penguins,L,0,4
NYI,2018-01-07,New Jersey Devils,W,5,4
NYI,2018-01-13,New York Rangers,W,7,2
NYI,2018-01-15,Montreal Canadiens,W,5,4
NYI,2018-01-16,New Jersey Devils,L,1,4
NYI,2018-01-18,Boston Bruins,L,2,5
NYI,2018-01-20,Chicago Blackhawks,W,7,3
NYI,2018-01-22,Arizona Coyotes,L,2,3
NYI,2018-01-25,Vegas Golden Knights,W,2,1
NYI,2018-01-30,Florida Panthers,L,1,4
NYI,2018-01-31,Toronto Maple Leafs,L,0,5
NYI,2018-02-03,Columbus Blue Jackets,W,4,3
NYI,2018-02-05,Nashville Predators,L,4,5
NYI,2018-02-08,Buffalo Sabres,L,3,4
NYI,2018-02-09,Detroit Red Wings,W,7,6
NYI,2018-02-11,Calgary Flames,L,2,3
